WEO_Country_Code,ISO,Country,WEO_Subject_Code,Subject_Descriptor,Subject_Notes,Units,Scale,Country_Series-Specific_Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates_Start_After
122,AUT,Austria,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,17.52,,,,,,,,,,2.41,3.37,2.45,2.52,2.24,2.46,2.3,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39,1.33,,,2022
912,AZE,Azerbaijan,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,,,,,,,,,,,,,6.75,,,6.09,,4.04,3.86,4.4,,4.06,4.76,4.74,5.23,5.19,,,,11.98,5.93,6.01,5.45,,,2022
313,BHS,The Bahamas,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,,,,,,,,,,28.58,,,25.02,,,,23.88,,,,20.22,19.46,,19.78,19.71,18.66,18.56,,17.05,,,,16.34,,,2022
419,BHR,Bahrain,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,,,,,,,,,,10.72,10.36,8.51,5.79,5.76,5.77,5.14,4.96,4.48,4.23,4.61,5.15,3.15,3.15,3.76,2.93,3.3,3.13,7.83,4.28,3.5,2.02,2.09,3.66,,,2022
513,BGD,Bangladesh,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,88.43,,,,,77.19,,,,22.14,18.51,18.1,17.88,18.31,19.06,15.8,22.7,21.62,9.23,7.71,10.71,9.94,9.63,12.84,12.09,,11.82,10.72,,,8.64,10.99,10.95,10.56,,,2022
316,BRB,Barbados,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,,,,,,,22.93,,,22.77,21.01,20.34,20.78,21.45,15.48,,12.66,14.79,,,15.77,13.15,8.42,14.21,,,,,,,11.82,12.24,14.58,,,2022
913,BLR,Belarus,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,,,,,,,8.85,9.5,,,7.63,7.91,8.8,,,,,,2.75,2.79,2.63,2.34,2.47,2.96,2.39,1.97,1.82,1.51,1.65,2.82,1.76,2.27,,,,2022
124,BEL,Belgium,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,,,,,,,,,,,2.41,3.37,2.45,2.52,2.24,2.46,2.3,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,1.48,1.39,1.33,,,2022
339,BLZ,Belize,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,,,,,,,15.63,,,11.19,,10.72,11.65,11.35,,,9.57,9.27,8.96,11.68,11.73,8.47,8.16,10.05,10.05,10.04,10.52,10.39,11.08,11.17,18.69,17.79,18.05,,,2022
638,BEN,Benin,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,,,,,,,,,,,,12.62,12.7,12.69,12.7,12.68,11.57,11.03,11.03,11.03,11.03,11.15,11.15,11.15,10.64,11.81,11.2,17.84,15.25,9.86,9.86,10.89,10.16,,,2022
514,BTN,Bhutan,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,,,,,,,14.55,,,,,,15.54,,21.49,21.51,,9.97,,,,,,,,2.82,,,,4.13,6.6,3.33,4.79,,,2022
218,BOL,Bolivia,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,,,,9.44,9.95,9.49,9.31,9.31,9.04,9.06,8.46,8.71,9.25,8.56,5.48,5.57,4.17,4.33,4.04,3.79,5.57,4.05,3.86,4.23,4.49,4.75,4.75,6.1,4.73,4.73,5.18,5.12,5.08,,,2022
963,BIH,Bosnia and Herzegovina,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,,,,,,,,,,,,5.07,,,,,8.88,6.36,5.96,3.65,3.04,2.56,2.42,2.39,2.58,1.22,1.23,2.53,2.76,17.89,2.86,2.8,4.04,,,2022
616,BWA,Botswana,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,,,,,,,,,,,,1.63,0.99,,0.92,0.85,0.88,0.83,0.84,0.82,0.83,1.1,3.91,0.5,0.61,0.56,0.59,1.12,0.33,0.96,0.8,0.95,3.23,,,2022
223,BRA,Brazil,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,31.92,18.95,16.54,15.71,13.02,13.26,10.97,14.83,14.0,15.94,12.31,12.69,10.47,10.01,9.53,7.67,7.17,6.7,6.77,6.74,7.59,7.76,7.84,7.76,10.08,7.79,8.27,8.01,8.59,7.95,7.97,8.41,7.76,7.26,,,2022
516,BRN,Brunei Darussalam,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,,,4.43,,,,11.41,11.25,11.26,6.35,7.85,10.88,10.74,11.9,6.12,5.85,5.46,5.24,1.52,1.42,2.51,0.95,,,0.46,,0.5,0.03,0.03,0.02,0.02,0.02,0.01,,,2022
918,BGR,Bulgaria,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,,,,,,,,,8.7,5.74,10.31,5.6,9.56,9.67,9.6,9.12,2.07,2.24,1.72,1.85,2.13,1.59,1.46,1.49,2.03,2.02,2.09,1.96,1.83,1.84,,1.39,1.33,,,2022
748,BFA,Burkina Faso,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,,,,5.0,,,,,,,,11.16,11.45,11.3,11.38,11.03,8.73,8.77,8.77,8.77,8.7,8.48,8.42,8.42,7.92,6.86,6.93,9.08,7.79,5.84,7.15,7.3,7.25,,,2022
618,BDI,Burundi,TRWMA,"Tariff rate, applied, weighted mean, all products","Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country. Data are classified using the Harmonized System of trade at the six- or eight-digit level. Tariff line data were matched to Standard International Trade Classification (SITC) revision 3 codes to define commodity groups and import weights. To the extent possible, specific rates have been converted to their ad valorem equivalent rates and have been included in the calculation of weighted mean tariffs. Import weights were calculated using the United Nations Statistics Division's Commodity Trade (Comtrade) database. Effectively applied tariff rates at the six- and eight-digit product level are averaged for products in each commodity group. When the effectively applied rate is unavailable, the most favored nation rate is used instead.",Percent,Units,See notes for: Weighted mean applied tariff is the average of effectively applied rates weighted by the product import shares corresponding to each partner country.,,,,,,,,,,,,,,,,,,,,,,,13.34,13.8,,21.1,17.49,12.28,10.72,13.84,8.0,6.83,6.99,5.39,5.99,6.13,5.91,,7.89,8.52,11.31,8.53,8.96,,,2022
