WEO_Country_Code,ISO,Country,WEO_Subject_Code,Subject_Descriptor,Subject_Notes,Units,Scale,Country_Series-Specific_Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates_Start_After
122,AUT,Austria,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source: National Statistics Office Latest actual data: 2023 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2024,1.6,2.2,3.1,3.7,3.8,3.6,3.1,3.8,2.676,2.348,2.723,3.151,3.29,3.958,3.85,4.242,4.717,4.758,4.708,4.142,3.883,4.008,4.392,4.792,5.867,6.025,5.592,5.2,4.442,5.675,5.208,4.883,5.233,5.35,6.042,6.158,6.475,5.925,5.225,4.808,5.475,6.167,4.733,5.1,5.597,2023
912,AZE,Azerbaijan,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source: National Statistics Office Latest actual data: 2022 Employment type: Harmonized ILO definition Primary domestic currency: Azerbaijan manat Data last updated: 09/2024,,,,,,,,,,,,,,,,,,,,,11.777,10.913,10.037,9.167,7.987,7.256,6.615,6.326,5.856,5.742,5.631,5.424,5.185,4.973,4.913,4.958,5.043,4.961,4.944,5.004,7.244,6.039,5.646,5.456,5.394,2022
313,BHS,The Bahamas,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,"Source: National Statistics Office. The authorities changed the methodology in 2023, therefore the historical data is not comparable to post-2023 data. Latest actual data: 2023 Employment type: National definition Primary domestic currency: Bahamian dollar Data last updated: 09/2024",,,,,,,12.2,11.5,11.0,11.7,12.0,12.3,14.8,13.1,13.292,10.9,11.505,9.779,7.743,7.796,7.0,6.9,9.102,10.835,10.202,10.17,7.628,7.853,8.703,14.246,15.082,15.889,14.367,15.782,14.636,13.379,12.15,10.1,10.35,10.1,26.218,17.646,10.814,10.174,9.974,2023
419,BHR,Bahrain,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,"Source: LMRA, GOSI and IMF staff projections Latest actual data: 2023 Employment type: National definition Primary domestic currency: Bahrain dinar Data last updated: 09/2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,3.7,4.0,3.6,4.0,3.7,4.3,3.8,3.5,4.3,4.1,4.3,4.7,5.9,6.8,5.4,6.3,,2023
513,BGD,Bangladesh,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980
316,BRB,Barbados,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source: National Statistics Office Latest actual data: 2023 Employment type: National definition Primary domestic currency: Barbados dollar Data last updated: 09/2024,,10.76,13.65,14.945,17.037,18.631,17.735,17.934,17.137,15.244,14.945,17.236,22.915,24.41,21.75,19.625,15.75,14.55,12.15,10.35,9.35,9.85,10.3,11.0,9.575,9.075,8.725,7.425,8.125,9.975,10.25,11.15,11.5,11.625,12.275,11.3,9.65,9.95,10.05,10.088,15.724,14.1,8.15,8.217,7.944,2023
913,BLR,Belarus,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,"Source: National Statistics Office. Formally, the National Statistical Committee of the Republic of Belarus Latest actual data: 2022 Employment type: National definition Primary domestic currency: Belarusian ruble Data last updated: 09/2024",,,,,,,,,,,,,,6.281,6.947,7.703,8.774,7.6,7.174,6.947,6.961,7.096,7.471,7.931,7.347,6.57,6.295,5.962,5.844,5.808,5.738,5.588,5.536,5.436,5.417,5.821,5.92,5.684,4.825,4.191,4.082,3.893,3.58,3.455,3.044,2022
124,BEL,Belgium,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source: Central Bank. Some indicators have been affected by the benchmark national account revision 1995-2018 released in Sept 2019. Latest actual data: 2023 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2024,8.3,10.0,11.5,10.742,10.825,10.117,10.05,9.808,8.833,7.367,6.558,6.45,7.092,8.625,9.75,9.683,9.55,9.217,9.342,8.425,6.858,6.567,7.525,8.175,8.383,8.475,8.267,7.492,6.967,7.992,8.383,7.225,7.642,8.55,8.65,8.65,7.842,7.108,5.975,5.375,5.567,6.267,5.558,5.533,5.7,2023
339,BLZ,Belize,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,"Source: National Statistics Office. Labor force statistics are published at a semi annual frequency. Data for 2010 and 2011 are staff estimates because there was no labor force survey conducted those years. For 2020, the authorities published data for the second semester, but not for the first semester because of COVID-19. For 2022, the authorities published data for the second semester, but not for the first semester because they were conducting the census. Latest actual data: 2023 Notes: There is a break in the series in 2020, when the Statistical Institute of Belize tightened the criteria for inclusion in the labor force. The new series could not calculated for previous years, thus the labor force indicators up to 2019 reflect the old methodology, while those from 2020 onwards reflect the new methodology. Employment type: National definition Primary domestic currency: Belize dollar Data last updated: 10/2024",,,,,,,,,,,15.0,14.0,12.0,10.0,9.0,12.5,13.8,12.7,14.3,12.8,11.4,11.4,10.0,12.9,11.6,11.0,9.4,10.3,8.2,12.827,18.515,16.726,15.275,12.926,11.6,10.143,9.541,9.328,9.377,9.041,13.743,10.188,6.071,3.4,3.4,2023
638,BEN,Benin,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980
514,BTN,Bhutan,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source: National Statistics Office Latest actual data: 2022 Employment type: National definition Primary domestic currency: Bhutanese ngultrum Data last updated: 07/2024,,,,,,,,,,,,,,,,,,,,,,,,1.8,2.5,3.1,3.2,3.7,3.85,4.0,3.3,3.1,2.1,2.9,2.6,2.5,2.1,3.138,3.4,2.72,5.03,4.8,5.9,3.5,,2022
218,BOL,Bolivia,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source: National Statistics Office Latest actual data: 2023 Employment type: National definition Primary domestic currency: Bolivian boliviano Data last updated: 09/2024,,,,,,,,,,,,,,,,,,,,,7.462,8.498,8.69,8.708,8.427,8.146,7.992,7.668,4.43,4.913,4.375,3.837,3.229,4.0,4.0,4.557,4.686,5.085,4.913,5.012,8.336,6.937,4.741,4.9,5.0,2023
963,BIH,Bosnia and Herzegovina,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source: National Statistics Office. Figures are derived from the labor force survey using population data from the UN. Latest actual data: 2022 Employment type: National definition Primary domestic currency: Bosnian convertible marka Data last updated: 07/2024,,,,,,,,,,,,,,,,70.0,50.0,32.296,29.334,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,29.0,23.4,24.1,27.2,27.6,28.0,27.5,27.5,27.7,25.4,20.5,18.4,15.7,15.9,17.355,15.386,13.2,13.2,2022
616,BWA,Botswana,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980
223,BRA,Brazil,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source: National Statistics Office. Annual historical unemployment rates show annual averages. Latest actual data: 2023 Employment type: National definition Primary domestic currency: Brazilian real Data last updated: 09/2024,,,,,,,,,,,,6.366,6.42,6.03,6.47,7.09,8.03,9.0,10.15,11.13,10.53,10.65,10.64,11.17,10.07,10.55,9.69,9.28,8.27,9.42,8.034,7.58,6.9,7.225,6.9,8.625,11.65,12.85,12.375,11.975,13.775,13.2,9.25,7.975,7.163,2023
516,BRN,Brunei Darussalam,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source: Ministry of Finance or Treasury. Department of Economic Planning and Statistics Latest actual data: 2022 Employment type: National definition Primary domestic currency: Brunei dollar Data last updated: 09/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,8.5,7.7,6.9,7.7,8.5,9.3,8.7,6.82,7.3,5.0,5.2,5.3,4.9,2022
918,BGR,Bulgaria,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source: National Statistics Office Latest actual data: 2023 Employment type: National definition Primary domestic currency: Bulgarian lev Data last updated: 09/2024,,,,,,,,,,0.025,2.9,6.78,13.24,15.84,14.05,11.37,10.988,14.023,12.367,13.79,18.134,17.514,17.416,13.857,12.192,10.177,9.022,6.935,5.664,6.878,10.306,11.35,12.379,13.038,11.524,9.233,7.666,6.23,5.273,4.275,5.207,5.249,4.206,4.395,4.3,2023
748,BFA,Burkina Faso,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980
618,BDI,Burundi,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980
624,CPV,Cabo Verde,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source: National Statistics Office Latest actual data: 2023 Employment type: Harmonized ILO definition Primary domestic currency: Cabo Verdean escudo Data last updated: 10/2024,21.5,21.861,22.229,22.603,22.982,23.369,23.762,24.161,24.567,24.98,25.4,25.827,26.0,26.0,26.0,26.0,25.0,25.0,24.0,22.0,20.0,21.0,20.5,20.0,19.5,21.4,13.5,15.2,13.0,13.0,10.7,12.2,16.8,16.4,15.8,12.4,15.0,12.2,12.2,8.5,8.5,8.5,8.5,8.5,8.5,2023
522,KHM,Cambodia,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980
622,CMR,Cameroon,LUR,Unemployment rate,"Unemployment rate can be defined by either the national definition, the ILO harmonized definition, or the OECD harmonized definition. The OECD harmonized unemployment rate gives the number of unemployed persons as a percentage of the labor force (the total number of people employed plus unemployed). [OECD Main Economic Indicators, OECD, monthly] As defined by the International Labour Organization, unemployed workers are those who are currently not working but are willing and able to work for pay, currently available to work, and have actively searched for work. [ILO, http://www.ilo.org/public/english/bureau/stat/res/index.htm]",Percent of total labor force,Units,Source:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980
