WEO_Country_Code,Country,WEO_Country_Group_Code,Country_Group_Id,Value
514,Bhutan,163,all_advanced_euro_20,0
218,Bolivia,163,all_advanced_euro_20,0
963,Bosnia and Herzegovina,163,all_advanced_euro_20,0
616,Botswana,163,all_advanced_euro_20,0
223,Brazil,163,all_advanced_euro_20,0
516,Brunei Darussalam,163,all_advanced_euro_20,0
918,Bulgaria,163,all_advanced_euro_20,0
748,Burkina Faso,163,all_advanced_euro_20,0
618,Burundi,163,all_advanced_euro_20,0
624,Cabo Verde,163,all_advanced_euro_20,0
522,Cambodia,163,all_advanced_euro_20,0
622,Cameroon,163,all_advanced_euro_20,0
156,Canada,163,all_advanced_euro_20,0
626,Central African Republic,163,all_advanced_euro_20,0
628,Chad,163,all_advanced_euro_20,0
228,Chile,163,all_advanced_euro_20,0
924,China,163,all_advanced_euro_20,0
233,Colombia,163,all_advanced_euro_20,0
632,Comoros,163,all_advanced_euro_20,0
636,Democratic Republic of the Congo,163,all_advanced_euro_20,0
634,Republic of Congo,163,all_advanced_euro_20,0
238,Costa Rica,163,all_advanced_euro_20,0
662,Côte d'Ivoire,163,all_advanced_euro_20,0
960,Croatia,163,all_advanced_euro_20,1
423,Cyprus,163,all_advanced_euro_20,1
935,Czech Republic,163,all_advanced_euro_20,0
128,Denmark,163,all_advanced_euro_20,0
611,Djibouti,163,all_advanced_euro_20,0
321,Dominica,163,all_advanced_euro_20,0
243,Dominican Republic,163,all_advanced_euro_20,0
248,Ecuador,163,all_advanced_euro_20,0
469,Egypt,163,all_advanced_euro_20,0
253,El Salvador,163,all_advanced_euro_20,0
642,Equatorial Guinea,163,all_advanced_euro_20,0
643,Eritrea,163,all_advanced_euro_20,0
939,Estonia,163,all_advanced_euro_20,1
734,Eswatini,163,all_advanced_euro_20,0
644,Ethiopia,163,all_advanced_euro_20,0
819,Fiji,163,all_advanced_euro_20,0
172,Finland,163,all_advanced_euro_20,1
132,France,163,all_advanced_euro_20,1
646,Gabon,163,all_advanced_euro_20,0
648,The Gambia,163,all_advanced_euro_20,0
915,Georgia,163,all_advanced_euro_20,0
134,Germany,163,all_advanced_euro_20,1
652,Ghana,163,all_advanced_euro_20,0
174,Greece,163,all_advanced_euro_20,1
328,Grenada,163,all_advanced_euro_20,0
258,Guatemala,163,all_advanced_euro_20,0
656,Guinea,163,all_advanced_euro_20,0
654,Guinea-Bissau,163,all_advanced_euro_20,0
336,Guyana,163,all_advanced_euro_20,0
263,Haiti,163,all_advanced_euro_20,0
268,Honduras,163,all_advanced_euro_20,0
532,Hong Kong SAR,163,all_advanced_euro_20,0
944,Hungary,163,all_advanced_euro_20,0
176,Iceland,163,all_advanced_euro_20,0
534,India,163,all_advanced_euro_20,0
536,Indonesia,163,all_advanced_euro_20,0
429,Islamic Republic of Iran,163,all_advanced_euro_20,0
433,Iraq,163,all_advanced_euro_20,0
178,Ireland,163,all_advanced_euro_20,1
136,Italy,163,all_advanced_euro_20,1
343,Jamaica,163,all_advanced_euro_20,0
158,Japan,163,all_advanced_euro_20,0
439,Jordan,163,all_advanced_euro_20,0
916,Kazakhstan,163,all_advanced_euro_20,0
664,Kenya,163,all_advanced_euro_20,0
826,Kiribati,163,all_advanced_euro_20,0
542,Korea,163,all_advanced_euro_20,0
967,Kosovo,163,all_advanced_euro_20,0
443,Kuwait,163,all_advanced_euro_20,0
917,Kyrgyz Republic,163,all_advanced_euro_20,0
544,Lao P.D.R.,163,all_advanced_euro_20,0
941,Latvia,163,all_advanced_euro_20,1
446,Lebanon,163,all_advanced_euro_20,0
666,Lesotho,163,all_advanced_euro_20,0
668,Liberia,163,all_advanced_euro_20,0
672,Libya,163,all_advanced_euro_20,0
946,Lithuania,163,all_advanced_euro_20,1
137,Luxembourg,163,all_advanced_euro_20,1
546,Macao SAR,163,all_advanced_euro_20,0
674,Madagascar,163,all_advanced_euro_20,0
676,Malawi,163,all_advanced_euro_20,0
548,Malaysia,163,all_advanced_euro_20,0
556,Maldives,163,all_advanced_euro_20,0
678,Mali,163,all_advanced_euro_20,0
181,Malta,163,all_advanced_euro_20,1
867,Marshall Islands,163,all_advanced_euro_20,0
682,Mauritania,163,all_advanced_euro_20,0
684,Mauritius,163,all_advanced_euro_20,0
273,Mexico,163,all_advanced_euro_20,0
868,Micronesia,163,all_advanced_euro_20,0
921,Moldova,163,all_advanced_euro_20,0
948,Mongolia,163,all_advanced_euro_20,0
943,Montenegro,163,all_advanced_euro_20,0
686,Morocco,163,all_advanced_euro_20,0
688,Mozambique,163,all_advanced_euro_20,0
518,Myanmar,163,all_advanced_euro_20,0
728,Namibia,163,all_advanced_euro_20,0
836,Nauru,163,all_advanced_euro_20,0
558,Nepal,163,all_advanced_euro_20,0
138,Netherlands,163,all_advanced_euro_20,1
196,New Zealand,163,all_advanced_euro_20,0
278,Nicaragua,163,all_advanced_euro_20,0
692,Niger,163,all_advanced_euro_20,0
694,Nigeria,163,all_advanced_euro_20,0
962,North Macedonia,163,all_advanced_euro_20,0
142,Norway,163,all_advanced_euro_20,0
449,Oman,163,all_advanced_euro_20,0
564,Pakistan,163,all_advanced_euro_20,0
565,Palau,163,all_advanced_euro_20,0
283,Panama,163,all_advanced_euro_20,0
853,Papua New Guinea,163,all_advanced_euro_20,0
288,Paraguay,163,all_advanced_euro_20,0
293,Peru,163,all_advanced_euro_20,0
566,Philippines,163,all_advanced_euro_20,0
964,Poland,163,all_advanced_euro_20,0
182,Portugal,163,all_advanced_euro_20,1
359,Puerto Rico,163,all_advanced_euro_20,0
453,Qatar,163,all_advanced_euro_20,0
968,Romania,163,all_advanced_euro_20,0
922,Russia,163,all_advanced_euro_20,0
714,Rwanda,163,all_advanced_euro_20,0
862,Samoa,163,all_advanced_euro_20,0
135,San Marino,163,all_advanced_euro_20,0
716,São Tomé and Príncipe,163,all_advanced_euro_20,0
456,Saudi Arabia,163,all_advanced_euro_20,0
722,Senegal,163,all_advanced_euro_20,0
942,Serbia,163,all_advanced_euro_20,0
718,Seychelles,163,all_advanced_euro_20,0
724,Sierra Leone,163,all_advanced_euro_20,0
576,Singapore,163,all_advanced_euro_20,0
936,Slovak Republic,163,all_advanced_euro_20,1
961,Slovenia,163,all_advanced_euro_20,1
813,Solomon Islands,163,all_advanced_euro_20,0
726,Somalia,163,all_advanced_euro_20,0
199,South Africa,163,all_advanced_euro_20,0
733,South Sudan,163,all_advanced_euro_20,0
184,Spain,163,all_advanced_euro_20,1
524,Sri Lanka,163,all_advanced_euro_20,0
361,St. Kitts and Nevis,163,all_advanced_euro_20,0
362,St. Lucia,163,all_advanced_euro_20,0
364,St. Vincent and the Grenadines,163,all_advanced_euro_20,0
732,Sudan,163,all_advanced_euro_20,0
366,Suriname,163,all_advanced_euro_20,0
144,Sweden,163,all_advanced_euro_20,0
146,Switzerland,163,all_advanced_euro_20,0
463,Syria,163,all_advanced_euro_20,0
528,Taiwan Province of China,163,all_advanced_euro_20,0
923,Tajikistan,163,all_advanced_euro_20,0
738,Tanzania,163,all_advanced_euro_20,0
578,Thailand,163,all_advanced_euro_20,0
537,Timor-Leste,163,all_advanced_euro_20,0
742,Togo,163,all_advanced_euro_20,0
866,Tonga,163,all_advanced_euro_20,0
369,Trinidad and Tobago,163,all_advanced_euro_20,0
744,Tunisia,163,all_advanced_euro_20,0
186,Türkiye,163,all_advanced_euro_20,0
925,Turkmenistan,163,all_advanced_euro_20,0
869,Tuvalu,163,all_advanced_euro_20,0
746,Uganda,163,all_advanced_euro_20,0
926,Ukraine,163,all_advanced_euro_20,0
466,United Arab Emirates,163,all_advanced_euro_20,0
112,United Kingdom,163,all_advanced_euro_20,0
111,United States,163,all_advanced_euro_20,0
298,Uruguay,163,all_advanced_euro_20,0
927,Uzbekistan,163,all_advanced_euro_20,0
846,Vanuatu,163,all_advanced_euro_20,0
299,Venezuela,163,all_advanced_euro_20,0
582,Vietnam,163,all_advanced_euro_20,0
487,West Bank and Gaza,163,all_advanced_euro_20,0
474,Yemen,163,all_advanced_euro_20,0
754,Zambia,163,all_advanced_euro_20,0
698,Zimbabwe,163,all_advanced_euro_20,0
512,Afghanistan,119,all_advanced_g7,0
914,Albania,119,all_advanced_g7,0
612,Algeria,119,all_advanced_g7,0
171,Andorra,119,all_advanced_g7,0
614,Angola,119,all_advanced_g7,0
311,Antigua and Barbuda,119,all_advanced_g7,0
213,Argentina,119,all_advanced_g7,0
911,Armenia,119,all_advanced_g7,0
314,Aruba,119,all_advanced_g7,0
193,Australia,119,all_advanced_g7,0
122,Austria,119,all_advanced_g7,0
912,Azerbaijan,119,all_advanced_g7,0
313,The Bahamas,119,all_advanced_g7,0
419,Bahrain,119,all_advanced_g7,0
513,Bangladesh,119,all_advanced_g7,0
316,Barbados,119,all_advanced_g7,0
913,Belarus,119,all_advanced_g7,0
124,Belgium,119,all_advanced_g7,0
339,Belize,119,all_advanced_g7,0
638,Benin,119,all_advanced_g7,0
514,Bhutan,119,all_advanced_g7,0
218,Bolivia,119,all_advanced_g7,0
963,Bosnia and Herzegovina,119,all_advanced_g7,0
616,Botswana,119,all_advanced_g7,0
223,Brazil,119,all_advanced_g7,0
516,Brunei Darussalam,119,all_advanced_g7,0
918,Bulgaria,119,all_advanced_g7,0
748,Burkina Faso,119,all_advanced_g7,0
618,Burundi,119,all_advanced_g7,0
624,Cabo Verde,119,all_advanced_g7,0
522,Cambodia,119,all_advanced_g7,0
622,Cameroon,119,all_advanced_g7,0
156,Canada,119,all_advanced_g7,1
626,Central African Republic,119,all_advanced_g7,0
628,Chad,119,all_advanced_g7,0
228,Chile,119,all_advanced_g7,0
924,China,119,all_advanced_g7,0
233,Colombia,119,all_advanced_g7,0
632,Comoros,119,all_advanced_g7,0
636,Democratic Republic of the Congo,119,all_advanced_g7,0
634,Republic of Congo,119,all_advanced_g7,0
238,Costa Rica,119,all_advanced_g7,0
662,Côte d'Ivoire,119,all_advanced_g7,0
960,Croatia,119,all_advanced_g7,0
423,Cyprus,119,all_advanced_g7,0
935,Czech Republic,119,all_advanced_g7,0
128,Denmark,119,all_advanced_g7,0
611,Djibouti,119,all_advanced_g7,0
321,Dominica,119,all_advanced_g7,0
243,Dominican Republic,119,all_advanced_g7,0
248,Ecuador,119,all_advanced_g7,0
469,Egypt,119,all_advanced_g7,0
253,El Salvador,119,all_advanced_g7,0
642,Equatorial Guinea,119,all_advanced_g7,0
643,Eritrea,119,all_advanced_g7,0
939,Estonia,119,all_advanced_g7,0
734,Eswatini,119,all_advanced_g7,0
644,Ethiopia,119,all_advanced_g7,0
819,Fiji,119,all_advanced_g7,0
172,Finland,119,all_advanced_g7,0
132,France,119,all_advanced_g7,1
646,Gabon,119,all_advanced_g7,0
648,The Gambia,119,all_advanced_g7,0
915,Georgia,119,all_advanced_g7,0
134,Germany,119,all_advanced_g7,1
652,Ghana,119,all_advanced_g7,0
174,Greece,119,all_advanced_g7,0
328,Grenada,119,all_advanced_g7,0
258,Guatemala,119,all_advanced_g7,0
656,Guinea,119,all_advanced_g7,0
654,Guinea-Bissau,119,all_advanced_g7,0
336,Guyana,119,all_advanced_g7,0
263,Haiti,119,all_advanced_g7,0
268,Honduras,119,all_advanced_g7,0
532,Hong Kong SAR,119,all_advanced_g7,0
944,Hungary,119,all_advanced_g7,0
176,Iceland,119,all_advanced_g7,0
534,India,119,all_advanced_g7,0
536,Indonesia,119,all_advanced_g7,0
429,Islamic Republic of Iran,119,all_advanced_g7,0
433,Iraq,119,all_advanced_g7,0
178,Ireland,119,all_advanced_g7,0
136,Italy,119,all_advanced_g7,1
343,Jamaica,119,all_advanced_g7,0
158,Japan,119,all_advanced_g7,1
439,Jordan,119,all_advanced_g7,0
916,Kazakhstan,119,all_advanced_g7,0
664,Kenya,119,all_advanced_g7,0
826,Kiribati,119,all_advanced_g7,0
542,Korea,119,all_advanced_g7,0
967,Kosovo,119,all_advanced_g7,0
443,Kuwait,119,all_advanced_g7,0
917,Kyrgyz Republic,119,all_advanced_g7,0
544,Lao P.D.R.,119,all_advanced_g7,0
941,Latvia,119,all_advanced_g7,0
446,Lebanon,119,all_advanced_g7,0
666,Lesotho,119,all_advanced_g7,0
668,Liberia,119,all_advanced_g7,0
672,Libya,119,all_advanced_g7,0
946,Lithuania,119,all_advanced_g7,0
137,Luxembourg,119,all_advanced_g7,0
546,Macao SAR,119,all_advanced_g7,0
674,Madagascar,119,all_advanced_g7,0
676,Malawi,119,all_advanced_g7,0
548,Malaysia,119,all_advanced_g7,0
556,Maldives,119,all_advanced_g7,0
678,Mali,119,all_advanced_g7,0
181,Malta,119,all_advanced_g7,0
867,Marshall Islands,119,all_advanced_g7,0
682,Mauritania,119,all_advanced_g7,0
684,Mauritius,119,all_advanced_g7,0
273,Mexico,119,all_advanced_g7,0
868,Micronesia,119,all_advanced_g7,0
921,Moldova,119,all_advanced_g7,0
948,Mongolia,119,all_advanced_g7,0
943,Montenegro,119,all_advanced_g7,0
686,Morocco,119,all_advanced_g7,0
688,Mozambique,119,all_advanced_g7,0
518,Myanmar,119,all_advanced_g7,0
728,Namibia,119,all_advanced_g7,0
836,Nauru,119,all_advanced_g7,0
558,Nepal,119,all_advanced_g7,0
138,Netherlands,119,all_advanced_g7,0
196,New Zealand,119,all_advanced_g7,0
278,Nicaragua,119,all_advanced_g7,0
692,Niger,119,all_advanced_g7,0
694,Nigeria,119,all_advanced_g7,0
962,North Macedonia,119,all_advanced_g7,0
142,Norway,119,all_advanced_g7,0
449,Oman,119,all_advanced_g7,0
564,Pakistan,119,all_advanced_g7,0
565,Palau,119,all_advanced_g7,0
283,Panama,119,all_advanced_g7,0
853,Papua New Guinea,119,all_advanced_g7,0
288,Paraguay,119,all_advanced_g7,0
293,Peru,119,all_advanced_g7,0
566,Philippines,119,all_advanced_g7,0
964,Poland,119,all_advanced_g7,0
182,Portugal,119,all_advanced_g7,0
359,Puerto Rico,119,all_advanced_g7,0
453,Qatar,119,all_advanced_g7,0
968,Romania,119,all_advanced_g7,0
922,Russia,119,all_advanced_g7,0
714,Rwanda,119,all_advanced_g7,0
862,Samoa,119,all_advanced_g7,0
135,San Marino,119,all_advanced_g7,0
716,São Tomé and Príncipe,119,all_advanced_g7,0
456,Saudi Arabia,119,all_advanced_g7,0
722,Senegal,119,all_advanced_g7,0
942,Serbia,119,all_advanced_g7,0
718,Seychelles,119,all_advanced_g7,0
724,Sierra Leone,119,all_advanced_g7,0
576,Singapore,119,all_advanced_g7,0
936,Slovak Republic,119,all_advanced_g7,0
961,Slovenia,119,all_advanced_g7,0
813,Solomon Islands,119,all_advanced_g7,0
726,Somalia,119,all_advanced_g7,0
199,South Africa,119,all_advanced_g7,0
733,South Sudan,119,all_advanced_g7,0
184,Spain,119,all_advanced_g7,0
524,Sri Lanka,119,all_advanced_g7,0
361,St. Kitts and Nevis,119,all_advanced_g7,0
362,St. Lucia,119,all_advanced_g7,0
364,St. Vincent and the Grenadines,119,all_advanced_g7,0
732,Sudan,119,all_advanced_g7,0
366,Suriname,119,all_advanced_g7,0
144,Sweden,119,all_advanced_g7,0
146,Switzerland,119,all_advanced_g7,0
463,Syria,119,all_advanced_g7,0
528,Taiwan Province of China,119,all_advanced_g7,0
923,Tajikistan,119,all_advanced_g7,0
738,Tanzania,119,all_advanced_g7,0
578,Thailand,119,all_advanced_g7,0
537,Timor-Leste,119,all_advanced_g7,0
742,Togo,119,all_advanced_g7,0
866,Tonga,119,all_advanced_g7,0
369,Trinidad and Tobago,119,all_advanced_g7,0
744,Tunisia,119,all_advanced_g7,0
186,Türkiye,119,all_advanced_g7,0
925,Turkmenistan,119,all_advanced_g7,0
869,Tuvalu,119,all_advanced_g7,0
746,Uganda,119,all_advanced_g7,0
926,Ukraine,119,all_advanced_g7,0
466,United Arab Emirates,119,all_advanced_g7,0
112,United Kingdom,119,all_advanced_g7,1
111,United States,119,all_advanced_g7,1
298,Uruguay,119,all_advanced_g7,0
927,Uzbekistan,119,all_advanced_g7,0
846,Vanuatu,119,all_advanced_g7,0
299,Venezuela,119,all_advanced_g7,0
582,Vietnam,119,all_advanced_g7,0
487,West Bank and Gaza,119,all_advanced_g7,0
474,Yemen,119,all_advanced_g7,0
754,Zambia,119,all_advanced_g7,0
698,Zimbabwe,119,all_advanced_g7,0
512,Afghanistan,200,all_developing_155,1
914,Albania,200,all_developing_155,1
612,Algeria,200,all_developing_155,1
171,Andorra,200,all_developing_155,0
614,Angola,200,all_developing_155,1
311,Antigua and Barbuda,200,all_developing_155,1
213,Argentina,200,all_developing_155,1
911,Armenia,200,all_developing_155,1
314,Aruba,200,all_developing_155,1
193,Australia,200,all_developing_155,0
122,Austria,200,all_developing_155,0
912,Azerbaijan,200,all_developing_155,1
313,The Bahamas,200,all_developing_155,1
419,Bahrain,200,all_developing_155,1
513,Bangladesh,200,all_developing_155,1
316,Barbados,200,all_developing_155,1
913,Belarus,200,all_developing_155,1
124,Belgium,200,all_developing_155,0
339,Belize,200,all_developing_155,1
638,Benin,200,all_developing_155,1
514,Bhutan,200,all_developing_155,1
218,Bolivia,200,all_developing_155,1
963,Bosnia and Herzegovina,200,all_developing_155,1
616,Botswana,200,all_developing_155,1
223,Brazil,200,all_developing_155,1
516,Brunei Darussalam,200,all_developing_155,1
918,Bulgaria,200,all_developing_155,1
748,Burkina Faso,200,all_developing_155,1
618,Burundi,200,all_developing_155,1
624,Cabo Verde,200,all_developing_155,1
522,Cambodia,200,all_developing_155,1
622,Cameroon,200,all_developing_155,1
156,Canada,200,all_developing_155,0
626,Central African Republic,200,all_developing_155,1
628,Chad,200,all_developing_155,1
228,Chile,200,all_developing_155,1
924,China,200,all_developing_155,1
233,Colombia,200,all_developing_155,1
632,Comoros,200,all_developing_155,1
636,Democratic Republic of the Congo,200,all_developing_155,1
634,Republic of Congo,200,all_developing_155,1
238,Costa Rica,200,all_developing_155,1
662,Côte d'Ivoire,200,all_developing_155,1
960,Croatia,200,all_developing_155,0
423,Cyprus,200,all_developing_155,0
935,Czech Republic,200,all_developing_155,0
128,Denmark,200,all_developing_155,0
611,Djibouti,200,all_developing_155,1
321,Dominica,200,all_developing_155,1
243,Dominican Republic,200,all_developing_155,1
248,Ecuador,200,all_developing_155,1
469,Egypt,200,all_developing_155,1
253,El Salvador,200,all_developing_155,1
642,Equatorial Guinea,200,all_developing_155,1
643,Eritrea,200,all_developing_155,1
939,Estonia,200,all_developing_155,0
734,Eswatini,200,all_developing_155,1
644,Ethiopia,200,all_developing_155,1
819,Fiji,200,all_developing_155,1
172,Finland,200,all_developing_155,0
132,France,200,all_developing_155,0
646,Gabon,200,all_developing_155,1
648,The Gambia,200,all_developing_155,1
915,Georgia,200,all_developing_155,1
134,Germany,200,all_developing_155,0
652,Ghana,200,all_developing_155,1
174,Greece,200,all_developing_155,0
328,Grenada,200,all_developing_155,1
258,Guatemala,200,all_developing_155,1
656,Guinea,200,all_developing_155,1
654,Guinea-Bissau,200,all_developing_155,1
336,Guyana,200,all_developing_155,1
263,Haiti,200,all_developing_155,1
268,Honduras,200,all_developing_155,1
