WEO_Country_Code,WEO_Subject_Code,Country_Series-Specific_Notes,Estimates_Start_After
361,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2022
362,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2022
364,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2022
732,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2019
366,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2022
144,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
146,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
463,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2010
528,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
923,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
738,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
578,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
537,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2022
742,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
866,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
369,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2022
744,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
186,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
925,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2022
869,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2021
746,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
926,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
466,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
112,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
111,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
298,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
927,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
846,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2022
299,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2018
582,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
487,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2023
474,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2022
754,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2022
698,NGDP_RPCH,"See notes for:  Gross domestic product, constant prices (National currency).",2022
512,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
914,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2021
612,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2019
171,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
614,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2021
311,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
213,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2010
911,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2020
314,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2021
193,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
122,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
912,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
313,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2020
419,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
513,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2020
316,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2020
913,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
124,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
339,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
638,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
514,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
218,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2017
963,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
616,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2021
223,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
516,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
918,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
748,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
618,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2021
624,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2018
522,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
622,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
156,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
626,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2021
628,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
228,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2020
924,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
233,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
632,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
636,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",0
634,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2021
238,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
662,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2021
960,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
423,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
935,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
128,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
611,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2021
321,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2011
243,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
248,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
469,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
253,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
642,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2015
643,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2006
939,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
734,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2017
644,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
819,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2020
172,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
132,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
646,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2015
648,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
915,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
134,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
652,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
174,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
328,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
258,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
656,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2014
654,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2017
336,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
263,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2003
268,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
532,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
944,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
176,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
534,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2013
536,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
429,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
433,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2013
178,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
436,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
136,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
343,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2019
158,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
439,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
916,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
664,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2019
826,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
542,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
967,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
443,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
917,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2021
544,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
941,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
446,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2021
666,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
668,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
672,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2019
946,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
137,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
546,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
674,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2018
676,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2016
548,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
556,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2014
678,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
181,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
867,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
682,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2014
684,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
273,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2020
868,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2021
921,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
948,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
943,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
686,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
688,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2015
518,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2021
728,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
836,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2020
558,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
138,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
196,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
278,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2020
692,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2009
694,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2012
962,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
142,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
449,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
564,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
565,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
283,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
853,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2021
288,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2022
293,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2017
566,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
964,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
182,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
359,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
453,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
968,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
922,PPPPC,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",2023
