WEO_Country_Code,WEO_Subject_Code,Year,Value
654,NGDP_RPCH,1980,
336,NGDP_RPCH,1980,-2.076
263,NGDP_RPCH,1980,7.345
268,NGDP_RPCH,1980,0.599
532,NGDP_RPCH,1980,10.34
944,NGDP_RPCH,1980,0.215
176,NGDP_RPCH,1980,5.738
534,NGDP_RPCH,1980,6.736
536,NGDP_RPCH,1980,9.88
429,NGDP_RPCH,1980,-21.6
433,NGDP_RPCH,1980,
178,NGDP_RPCH,1980,2.898
136,NGDP_RPCH,1980,3.099
343,NGDP_RPCH,1980,-4.041
158,NGDP_RPCH,1980,3.181
439,NGDP_RPCH,1980,11.069
916,NGDP_RPCH,1980,
664,NGDP_RPCH,1980,5.572
826,NGDP_RPCH,1980,-1.079
542,NGDP_RPCH,1980,-1.646
967,NGDP_RPCH,1980,
443,NGDP_RPCH,1980,
917,NGDP_RPCH,1980,
544,NGDP_RPCH,1980,10.004
941,NGDP_RPCH,1980,
446,NGDP_RPCH,1980,1.467
666,NGDP_RPCH,1980,-0.825
668,NGDP_RPCH,1980,
672,NGDP_RPCH,1980,0.606
946,NGDP_RPCH,1980,
137,NGDP_RPCH,1980,3.17
546,NGDP_RPCH,1980,
674,NGDP_RPCH,1980,0.788
676,NGDP_RPCH,1980,0.395
548,NGDP_RPCH,1980,7.444
556,NGDP_RPCH,1980,18.803
678,NGDP_RPCH,1980,3.299
181,NGDP_RPCH,1980,
867,NGDP_RPCH,1980,
682,NGDP_RPCH,1980,
684,NGDP_RPCH,1980,-10.06
273,NGDP_RPCH,1980,9.482
868,NGDP_RPCH,1980,
921,NGDP_RPCH,1980,
948,NGDP_RPCH,1980,6.443
943,NGDP_RPCH,1980,
686,NGDP_RPCH,1980,3.792
688,NGDP_RPCH,1980,4.228
518,NGDP_RPCH,1980,
728,NGDP_RPCH,1980,
836,NGDP_RPCH,1980,
558,NGDP_RPCH,1980,-2.32
138,NGDP_RPCH,1980,
196,NGDP_RPCH,1980,1.009
278,NGDP_RPCH,1980,4.612
692,NGDP_RPCH,1980,4.886
694,NGDP_RPCH,1980,
962,NGDP_RPCH,1980,
142,NGDP_RPCH,1980,4.515
449,NGDP_RPCH,1980,6.079
564,NGDP_RPCH,1980,6.912
565,NGDP_RPCH,1980,
283,NGDP_RPCH,1980,4.5
853,NGDP_RPCH,1980,-2.309
288,NGDP_RPCH,1980,11.712
293,NGDP_RPCH,1980,7.661
566,NGDP_RPCH,1980,5.149
964,NGDP_RPCH,1980,-6.0
182,NGDP_RPCH,1980,6.725
359,NGDP_RPCH,1980,
453,NGDP_RPCH,1980,-1.016
968,NGDP_RPCH,1980,3.304
922,NGDP_RPCH,1980,
714,NGDP_RPCH,1980,-3.576
862,NGDP_RPCH,1980,-6.123
135,NGDP_RPCH,1980,
716,NGDP_RPCH,1980,-1.08
456,NGDP_RPCH,1980,5.798
722,NGDP_RPCH,1980,-0.827
942,NGDP_RPCH,1980,
718,NGDP_RPCH,1980,-2.253
724,NGDP_RPCH,1980,-0.56
576,NGDP_RPCH,1980,10.113
936,NGDP_RPCH,1980,
961,NGDP_RPCH,1980,
813,NGDP_RPCH,1980,-2.663
726,NGDP_RPCH,1980,
199,NGDP_RPCH,1980,6.621
733,NGDP_RPCH,1980,
184,NGDP_RPCH,1980,1.203
524,NGDP_RPCH,1980,5.847
361,NGDP_RPCH,1980,1.278
362,NGDP_RPCH,1980,-0.51
364,NGDP_RPCH,1980,2.443
732,NGDP_RPCH,1980,2.5
366,NGDP_RPCH,1980,-6.5
144,NGDP_RPCH,1980,4.555
146,NGDP_RPCH,1980,5.11
463,NGDP_RPCH,1980,10.493
528,NGDP_RPCH,1980,8.039
923,NGDP_RPCH,1980,
738,NGDP_RPCH,1980,3.266
578,NGDP_RPCH,1980,4.601
537,NGDP_RPCH,1980,
742,NGDP_RPCH,1980,-2.285
866,NGDP_RPCH,1980,15.8
369,NGDP_RPCH,1980,10.4
744,NGDP_RPCH,1980,7.4
186,NGDP_RPCH,1980,-0.779
925,NGDP_RPCH,1980,
869,NGDP_RPCH,1980,
746,NGDP_RPCH,1980,-3.392
926,NGDP_RPCH,1980,
466,NGDP_RPCH,1980,-1.78
112,NGDP_RPCH,1980,-2.05
111,NGDP_RPCH,1980,-0.257
298,NGDP_RPCH,1980,5.999
927,NGDP_RPCH,1980,
846,NGDP_RPCH,1980,5.451
299,NGDP_RPCH,1980,-4.947
582,NGDP_RPCH,1980,-3.497
487,NGDP_RPCH,1980,
474,NGDP_RPCH,1980,
754,NGDP_RPCH,1980,3.854
698,NGDP_RPCH,1980,
512,PPPPC,1980,
914,PPPPC,1980,2135.051
612,PPPPC,1980,4173.188
171,PPPPC,1980,
614,PPPPC,1980,1510.407
311,PPPPC,1980,3425.449
213,PPPPC,1980,7178.033
911,PPPPC,1980,
314,PPPPC,1980,
193,PPPPC,1980,10277.787
122,PPPPC,1980,12287.247
912,PPPPC,1980,
313,PPPPC,1980,12881.602
419,PPPPC,1980,18581.769
513,PPPPC,1980,647.963
316,PPPPC,1980,5961.667
913,PPPPC,1980,
124,PPPPC,1980,11587.427
339,PPPPC,1980,1576.994
638,PPPPC,1980,1000.044
514,PPPPC,1980,591.835
218,PPPPC,1980,2430.63
963,PPPPC,1980,
616,PPPPC,1980,2009.159
223,PPPPC,1980,4427.939
516,PPPPC,1980,
918,PPPPC,1980,5075.912
748,PPPPC,1980,385.644
618,PPPPC,1980,375.248
624,PPPPC,1980,860.499
522,PPPPC,1980,
622,PPPPC,1980,1309.862
156,PPPPC,1980,11862.755
626,PPPPC,1980,513.619
628,PPPPC,1980,498.439
228,PPPPC,1980,3479.431
924,PPPPC,1980,274.623
233,PPPPC,1980,2801.961
632,PPPPC,1980,1130.071
636,PPPPC,1980,985.276
634,PPPPC,1980,1622.539
238,PPPPC,1980,4174.002
662,PPPPC,1980,2582.721
960,PPPPC,1980,
423,PPPPC,1980,6087.963
935,PPPPC,1980,
128,PPPPC,1980,12427.419
611,PPPPC,1980,
321,PPPPC,1980,
243,PPPPC,1980,2519.975
248,PPPPC,1980,3103.092
469,PPPPC,1980,2170.144
253,PPPPC,1980,2304.797
642,PPPPC,1980,334.935
643,PPPPC,1980,
939,PPPPC,1980,
734,PPPPC,1980,1588.307
644,PPPPC,1980,367.381
819,PPPPC,1980,2971.518
172,PPPPC,1980,9995.54
132,PPPPC,1980,11030.534
646,PPPPC,1980,7947.47
648,PPPPC,1980,1082.71
915,PPPPC,1980,
134,PPPPC,1980,12003.464
652,PPPPC,1980,1069.71
174,PPPPC,1980,9491.498
328,PPPPC,1980,2305.573
258,PPPPC,1980,3162.827
656,PPPPC,1980,
654,PPPPC,1980,707.084
336,PPPPC,1980,2613.593
263,PPPPC,1980,1715.246
268,PPPPC,1980,1646.422
532,PPPPC,1980,6607.768
944,PPPPC,1980,6283.729
176,PPPPC,1980,11767.197
534,PPPPC,1980,525.894
536,PPPPC,1980,1108.676
429,PPPPC,1980,4241.316
433,PPPPC,1980,
178,PPPPC,1980,8167.815
136,PPPPC,1980,11771.03
343,PPPPC,1980,3089.368
158,PPPPC,1980,8800.027
439,PPPPC,1980,3978.393
916,PPPPC,1980,
664,PPPPC,1980,1378.921
826,PPPPC,1980,932.98
542,PPPPC,1980,2249.499
967,PPPPC,1980,
443,PPPPC,1980,
917,PPPPC,1980,
544,PPPPC,1980,585.413
941,PPPPC,1980,
446,PPPPC,1980,7493.863
666,PPPPC,1980,466.02
668,PPPPC,1980,
672,PPPPC,1980,23950.738
946,PPPPC,1980,
137,PPPPC,1980,17414.62
546,PPPPC,1980,
674,PPPPC,1980,947.748
676,PPPPC,1980,412.006
548,PPPPC,1980,3046.045
556,PPPPC,1980,2105.475
678,PPPPC,1980,566.86
181,PPPPC,1980,6089.329
867,PPPPC,1980,
682,PPPPC,1980,
684,PPPPC,1980,2012.496
273,PPPPC,1980,6486.052
868,PPPPC,1980,
921,PPPPC,1980,
948,PPPPC,1980,
943,PPPPC,1980,
686,PPPPC,1980,1475.866
688,PPPPC,1980,197.203
518,PPPPC,1980,
728,PPPPC,1980,
836,PPPPC,1980,
558,PPPPC,1980,491.352
138,PPPPC,1980,12159.352
196,PPPPC,1980,9765.624
278,PPPPC,1980,
692,PPPPC,1980,634.505
694,PPPPC,1980,
962,PPPPC,1980,
142,PPPPC,1980,13391.354
449,PPPPC,1980,6701.095
564,PPPPC,1980,929.237
565,PPPPC,1980,
283,PPPPC,1980,4909.29
853,PPPPC,1980,1073.998
288,PPPPC,1980,3378.507
293,PPPPC,1980,2947.932
566,PPPPC,1980,1783.865
964,PPPPC,1980,4833.183
182,PPPPC,1980,6484.218
359,PPPPC,1980,6292.299
453,PPPPC,1980,56086.023
968,PPPPC,1980,5295.323
922,PPPPC,1980,
714,PPPPC,1980,419.804
862,PPPPC,1980,
135,PPPPC,1980,
716,PPPPC,1980,1550.783
456,PPPPC,1980,37232.399
722,PPPPC,1980,1023.165
942,PPPPC,1980,
718,PPPPC,1980,4231.326
724,PPPPC,1980,1354.352
576,PPPPC,1980,8842.416
936,PPPPC,1980,
961,PPPPC,1980,
813,PPPPC,1980,967.062
726,PPPPC,1980,
199,PPPPC,1980,4839.799
733,PPPPC,1980,
184,PPPPC,1980,8338.07
524,PPPPC,1980,1087.114
361,PPPPC,1980,2820.518
362,PPPPC,1980,2429.815
364,PPPPC,1980,1845.479
732,PPPPC,1980,1102.935
366,PPPPC,1980,
144,PPPPC,1980,10639.968
146,PPPPC,1980,18920.953
463,PPPPC,1980,2072.834
528,PPPPC,1980,3291.385
923,PPPPC,1980,
738,PPPPC,1980,504.965
578,PPPPC,1980,1598.364
537,PPPPC,1980,
742,PPPPC,1980,933.772
866,PPPPC,1980,723.128
369,PPPPC,1980,6006.904
744,PPPPC,1980,2067.356
186,PPPPC,1980,3563.407
925,PPPPC,1980,
869,PPPPC,1980,
746,PPPPC,1980,416.071
926,PPPPC,1980,
466,PPPPC,1980,64395.473
112,PPPPC,1980,9383.598
111,PPPPC,1980,12552.943
298,PPPPC,1980,4808.529
927,PPPPC,1980,
846,PPPPC,1980,944.077
299,PPPPC,1980,7947.685
582,PPPPC,1980,580.243
487,PPPPC,1980,
474,PPPPC,1980,
754,PPPPC,1980,1247.86
698,PPPPC,1980,
512,PPPSH,1980,
914,PPPSH,1980,0.043
612,PPPSH,1980,0.588
171,PPPSH,1980,
614,PPPSH,1980,0.094
311,PPPSH,1980,0.002
213,PPPSH,1980,1.515
911,PPPSH,1980,
314,PPPSH,1980,
193,PPPSH,1980,1.149
122,PPPSH,1980,0.7
912,PPPSH,1980,
313,PPPSH,1980,0.021
419,PPPSH,1980,0.049
513,PPPSH,1980,0.39
316,PPPSH,1980,0.011
913,PPPSH,1980,
124,PPPSH,1980,0.862
339,PPPSH,1980,0.002
638,PPPSH,1980,0.028
514,PPPSH,1980,0.002
218,PPPSH,1980,0.095
963,PPPSH,1980,
616,PPPSH,1980,0.015
223,PPPSH,1980,3.965
516,PPPSH,1980,
918,PPPSH,1980,0.338
748,PPPSH,1980,0.021
618,PPPSH,1980,0.012
624,PPPSH,1980,0.002
522,PPPSH,1980,
622,PPPSH,1980,0.087
156,PPPSH,1980,2.192
626,PPPSH,1980,0.009
628,PPPSH,1980,0.017
228,PPPSH,1980,0.294
924,PPPSH,1980,2.047
233,PPPSH,1980,0.585
632,PPPSH,1980,0.003
636,PPPSH,1980,0.187
634,PPPSH,1980,0.021
238,PPPSH,1980,0.073
662,PPPSH,1980,0.153
960,PPPSH,1980,
423,PPPSH,1980,0.023
935,PPPSH,1980,
128,PPPSH,1980,0.481
611,PPPSH,1980,
321,PPPSH,1980,0.001
243,PPPSH,1980,0.108
248,PPPSH,1980,0.187
469,PPPSH,1980,0.665
253,PPPSH,1980,0.084
642,PPPSH,1980,0.001
643,PPPSH,1980,
939,PPPSH,1980,
734,PPPSH,1980,0.007
644,PPPSH,1980,0.09
819,PPPSH,1980,0.014
172,PPPSH,1980,0.36
132,PPPSH,1980,4.476
646,PPPSH,1980,0.045
648,PPPSH,1980,0.005
915,PPPSH,1980,
134,PPPSH,1980,6.966
652,PPPSH,1980,0.086
174,PPPSH,1980,0.687
328,PPPSH,1980,0.002
258,PPPSH,1980,0.168
656,PPPSH,1980,0.024
654,PPPSH,1980,0.004
336,PPPSH,1980,0.015
263,PPPSH,1980,0.077
268,PPPSH,1980,0.046
532,PPPSH,1980,0.253
944,PPPSH,1980,0.508
176,PPPSH,1980,0.02
534,PPPSH,1980,2.768
536,PPPSH,1980,1.235
429,PPPSH,1980,1.259
433,PPPSH,1980,
178,PPPSH,1980,0.211
136,PPPSH,1980,5.013
343,PPPSH,1980,0.049
158,PPPSH,1980,7.76
439,PPPSH,1980,0.067
916,PPPSH,1980,
664,PPPSH,1980,0.164
826,PPPSH,1980,
542,PPPSH,1980,0.648
967,PPPSH,1980,
443,PPPSH,1980,
917,PPPSH,1980,
544,PPPSH,1980,0.014
941,PPPSH,1980,
446,PPPSH,1980,0.168
666,PPPSH,1980,0.005
668,PPPSH,1980,
672,PPPSH,1980,0.54
946,PPPSH,1980,
137,PPPSH,1980,0.048
546,PPPSH,1980,
674,PPPSH,1980,0.062
676,PPPSH,1980,0.02
548,PPPSH,1980,0.319
556,PPPSH,1980,0.002
678,PPPSH,1980,0.032
181,PPPSH,1980,0.014
867,PPPSH,1980,
682,PPPSH,1980,
684,PPPSH,1980,0.015
273,PPPSH,1980,3.334
868,PPPSH,1980,
921,PPPSH,1980,
948,PPPSH,1980,0.019
943,PPPSH,1980,
686,PPPSH,1980,0.217
688,PPPSH,1980,0.017
518,PPPSH,1980,
728,PPPSH,1980,
836,PPPSH,1980,
558,PPPSH,1980,0.058
138,PPPSH,1980,1.294
196,PPPSH,1980,0.229
278,PPPSH,1980,0.05
692,PPPSH,1980,0.028
694,PPPSH,1980,
962,PPPSH,1980,
142,PPPSH,1980,0.414
449,PPPSH,1980,0.069
564,PPPSH,1980,0.566
565,PPPSH,1980,
283,PPPSH,1980,0.073
853,PPPSH,1980,0.024
288,PPPSH,1980,0.08
293,PPPSH,1980,0.391
566,PPPSH,1980,0.645
964,PPPSH,1980,1.298
182,PPPSH,1980,0.478
359,PPPSH,1980,0.152
453,PPPSH,1980,0.104
968,PPPSH,1980,0.897
922,PPPSH,1980,
714,PPPSH,1980,0.016
862,PPPSH,1980,0.001
135,PPPSH,1980,
716,PPPSH,1980,0.001
456,PPPSH,1980,2.367
722,PPPSH,1980,0.044
942,PPPSH,1980,
718,PPPSH,1980,0.002
724,PPPSH,1980,0.036
576,PPPSH,1980,0.161
936,PPPSH,1980,
961,PPPSH,1980,
813,PPPSH,1980,0.002
726,PPPSH,1980,
199,PPPSH,1980,1.063
733,PPPSH,1980,
184,PPPSH,1980,2.371
524,PPPSH,1980,0.128
361,PPPSH,1980,0.001
362,PPPSH,1980,0.002
364,PPPSH,1980,0.001
732,PPPSH,1980,0.156
366,PPPSH,1980,0.019
144,PPPSH,1980,0.668
146,PPPSH,1980,0.901
463,PPPSH,1980,0.143
528,PPPSH,1980,0.444
923,PPPSH,1980,
738,PPPSH,1980,0.069
578,PPPSH,1980,0.572
537,PPPSH,1980,
742,PPPSH,1980,0.02
866,PPPSH,1980,0.001
369,PPPSH,1980,0.049
744,PPPSH,1980,0.101
186,PPPSH,1980,1.218
925,PPPSH,1980,
869,PPPSH,1980,
746,PPPSH,1980,0.035
926,PPPSH,1980,
466,PPPSH,1980,0.491
112,PPPSH,1980,3.992
111,PPPSH,1980,21.579
298,PPPSH,1980,0.107
927,PPPSH,1980,
846,PPPSH,1980,0.001
299,PPPSH,1980,0.897
582,PPPSH,1980,0.237
487,PPPSH,1980,
474,PPPSH,1980,
754,PPPSH,1980,0.052
698,PPPSH,1980,
512,NGSD_NGDP,1980,
914,NGSD_NGDP,1980,27.121
612,NGSD_NGDP,1980,28.04
171,NGSD_NGDP,1980,
614,NGSD_NGDP,1980,13.465
311,NGSD_NGDP,1980,
213,NGSD_NGDP,1980,20.748
911,NGSD_NGDP,1980,
314,NGSD_NGDP,1980,
193,NGSD_NGDP,1980,21.736
122,NGSD_NGDP,1980,25.919
912,NGSD_NGDP,1980,
313,NGSD_NGDP,1980,13.405
419,NGSD_NGDP,1980,30.23
513,NGSD_NGDP,1980,
316,NGSD_NGDP,1980,17.631
913,NGSD_NGDP,1980,
124,NGSD_NGDP,1980,19.837
339,NGSD_NGDP,1980,19.145
638,NGSD_NGDP,1980,20.167
514,NGSD_NGDP,1980,0.0
218,NGSD_NGDP,1980,15.473
963,NGSD_NGDP,1980,
616,NGSD_NGDP,1980,29.332
223,NGSD_NGDP,1980,18.34
516,NGSD_NGDP,1980,
918,NGSD_NGDP,1980,25.863
748,NGSD_NGDP,1980,9.111
618,NGSD_NGDP,1980,4.659
624,NGSD_NGDP,1980,-98.14
522,NGSD_NGDP,1980,
622,NGSD_NGDP,1980,15.561
156,NGSD_NGDP,1980,20.202
626,NGSD_NGDP,1980,-2.84
628,NGSD_NGDP,1980,7.306
228,NGSD_NGDP,1980,12.366
924,NGSD_NGDP,1980,32.631
233,NGSD_NGDP,1980,17.869
632,NGSD_NGDP,1980,8.209
636,NGSD_NGDP,1980,5.207
634,NGSD_NGDP,1980,29.297
238,NGSD_NGDP,1980,12.784
662,NGSD_NGDP,1980,16.017
960,NGSD_NGDP,1980,
423,NGSD_NGDP,1980,28.651
935,NGSD_NGDP,1980,
128,NGSD_NGDP,1980,19.588
611,NGSD_NGDP,1980,
321,NGSD_NGDP,1980,
243,NGSD_NGDP,1980,8.113
248,NGSD_NGDP,1980,17.947
469,NGSD_NGDP,1980,15.676
253,NGSD_NGDP,1980,
642,NGSD_NGDP,1980,-37.928
643,NGSD_NGDP,1980,
939,NGSD_NGDP,1980,
734,NGSD_NGDP,1980,19.114
644,NGSD_NGDP,1980,5.005
819,NGSD_NGDP,1980,
172,NGSD_NGDP,1980,28.775
132,NGSD_NGDP,1980,25.516
646,NGSD_NGDP,1980,51.211
648,NGSD_NGDP,1980,0.0
915,NGSD_NGDP,1980,
134,NGSD_NGDP,1980,21.462
652,NGSD_NGDP,1980,
174,NGSD_NGDP,1980,24.841
328,NGSD_NGDP,1980,
258,NGSD_NGDP,1980,13.747
656,NGSD_NGDP,1980,6.503
654,NGSD_NGDP,1980,
336,NGSD_NGDP,1980,2.703
263,NGSD_NGDP,1980,9.25
268,NGSD_NGDP,1980,8.034
532,NGSD_NGDP,1980,33.871
944,NGSD_NGDP,1980,27.471
176,NGSD_NGDP,1980,26.14
534,NGSD_NGDP,1980,17.387
536,NGSD_NGDP,1980,20.394
429,NGSD_NGDP,1980,50.485
433,NGSD_NGDP,1980,
178,NGSD_NGDP,1980,15.302
136,NGSD_NGDP,1980,22.822
343,NGSD_NGDP,1980,11.152
158,NGSD_NGDP,1980,29.655
439,NGSD_NGDP,1980,31.954
916,NGSD_NGDP,1980,
664,NGSD_NGDP,1980,3.966
826,NGSD_NGDP,1980,
542,NGSD_NGDP,1980,25.32
967,NGSD_NGDP,1980,
443,NGSD_NGDP,1980,
917,NGSD_NGDP,1980,
544,NGSD_NGDP,1980,
941,NGSD_NGDP,1980,
446,NGSD_NGDP,1980,14.64
666,NGSD_NGDP,1980,44.9
668,NGSD_NGDP,1980,
672,NGSD_NGDP,1980,
946,NGSD_NGDP,1980,
137,NGSD_NGDP,1980,15.608
546,NGSD_NGDP,1980,
674,NGSD_NGDP,1980,35.895
676,NGSD_NGDP,1980,3.282
548,NGSD_NGDP,1980,29.354
556,NGSD_NGDP,1980,-0.651
678,NGSD_NGDP,1980,9.097
181,NGSD_NGDP,1980,46.652
867,NGSD_NGDP,1980,
682,NGSD_NGDP,1980,
684,NGSD_NGDP,1980,13.155
273,NGSD_NGDP,1980,21.993
868,NGSD_NGDP,1980,
921,NGSD_NGDP,1980,
948,NGSD_NGDP,1980,24.48
943,NGSD_NGDP,1980,
686,NGSD_NGDP,1980,17.124
688,NGSD_NGDP,1980,8.961
518,NGSD_NGDP,1980,
728,NGSD_NGDP,1980,
836,NGSD_NGDP,1980,
558,NGSD_NGDP,1980,15.104
138,NGSD_NGDP,1980,22.258
196,NGSD_NGDP,1980,14.656
278,NGSD_NGDP,1980,1.309
692,NGSD_NGDP,1980,12.119
694,NGSD_NGDP,1980,
962,NGSD_NGDP,1980,
142,NGSD_NGDP,1980,28.541
449,NGSD_NGDP,1980,26.65
564,NGSD_NGDP,1980,12.371
565,NGSD_NGDP,1980,
283,NGSD_NGDP,1980,13.831
853,NGSD_NGDP,1980,
288,NGSD_NGDP,1980,22.018
293,NGSD_NGDP,1980,30.54
566,NGSD_NGDP,1980,17.114
964,NGSD_NGDP,1980,30.895
182,NGSD_NGDP,1980,30.634
359,NGSD_NGDP,1980,
453,NGSD_NGDP,1980,60.681
968,NGSD_NGDP,1980,16.178
922,NGSD_NGDP,1980,
714,NGSD_NGDP,1980,7.71
862,NGSD_NGDP,1980,
135,NGSD_NGDP,1980,
716,NGSD_NGDP,1980,
456,NGSD_NGDP,1980,46.129
722,NGSD_NGDP,1980,3.448
942,NGSD_NGDP,1980,
718,NGSD_NGDP,1980,11.531
724,NGSD_NGDP,1980,1.553
576,NGSD_NGDP,1980,31.678
936,NGSD_NGDP,1980,
961,NGSD_NGDP,1980,
813,NGSD_NGDP,1980,7.122
726,NGSD_NGDP,1980,
199,NGSD_NGDP,1980,33.361
733,NGSD_NGDP,1980,
184,NGSD_NGDP,1980,19.831
524,NGSD_NGDP,1980,25.498
361,NGSD_NGDP,1980,
362,NGSD_NGDP,1980,
364,NGSD_NGDP,1980,
732,NGSD_NGDP,1980,-74.807
366,NGSD_NGDP,1980,
144,NGSD_NGDP,1980,26.02
146,NGSD_NGDP,1980,33.662
463,NGSD_NGDP,1980,22.408
528,NGSD_NGDP,1980,32.111
923,NGSD_NGDP,1980,
738,NGSD_NGDP,1980,10.585
578,NGSD_NGDP,1980,17.722
537,NGSD_NGDP,1980,
742,NGSD_NGDP,1980,7.157
866,NGSD_NGDP,1980,
369,NGSD_NGDP,1980,35.714
744,NGSD_NGDP,1980,22.46
186,NGSD_NGDP,1980,22.686
925,NGSD_NGDP,1980,
869,NGSD_NGDP,1980,
746,NGSD_NGDP,1980,26.14
926,NGSD_NGDP,1980,
466,NGSD_NGDP,1980,44.32
112,NGSD_NGDP,1980,19.808
111,NGSD_NGDP,1980,22.059
298,NGSD_NGDP,1980,8.602
927,NGSD_NGDP,1980,
846,NGSD_NGDP,1980,
299,NGSD_NGDP,1980,32.353
582,NGSD_NGDP,1980,9.664
487,NGSD_NGDP,1980,
474,NGSD_NGDP,1980,
754,NGSD_NGDP,1980,10.834
698,NGSD_NGDP,1980,
512,NID_NGDP,1980,
914,NID_NGDP,1980,4.85
612,NID_NGDP,1980,36.058
171,NID_NGDP,1980,
614,NID_NGDP,1980,12.122
311,NID_NGDP,1980,
213,NID_NGDP,1980,20.346
911,NID_NGDP,1980,
314,NID_NGDP,1980,
193,NID_NGDP,1980,27.139
122,NID_NGDP,1980,33.133
912,NID_NGDP,1980,
313,NID_NGDP,1980,20.622
419,NID_NGDP,1980,23.061
513,NID_NGDP,1980,
316,NID_NGDP,1980,21.924
913,NID_NGDP,1980,
124,NID_NGDP,1980,27.394
339,NID_NGDP,1980,23.46
638,NID_NGDP,1980,29.581
514,NID_NGDP,1980,31.175
218,NID_NGDP,1980,
963,NID_NGDP,1980,
616,NID_NGDP,1980,32.462
223,NID_NGDP,1980,21.333
516,NID_NGDP,1980,
918,NID_NGDP,1980,34.843
748,NID_NGDP,1980,7.696
618,NID_NGDP,1980,43.951
624,NID_NGDP,1980,68.774
522,NID_NGDP,1980,
622,NID_NGDP,1980,21.669
156,NID_NGDP,1980,22.386
626,NID_NGDP,1980,9.762
628,NID_NGDP,1980,-3.9
228,NID_NGDP,1980,
924,NID_NGDP,1980,34.964
233,NID_NGDP,1980,21.417
632,NID_NGDP,1980,89.2
636,NID_NGDP,1980,
634,NID_NGDP,1980,28.961
238,NID_NGDP,1980,25.452
662,NID_NGDP,1980,19.045
960,NID_NGDP,1980,
423,NID_NGDP,1980,49.257
935,NID_NGDP,1980,
128,NID_NGDP,1980,20.146
611,NID_NGDP,1980,
321,NID_NGDP,1980,
243,NID_NGDP,1980,24.112
248,NID_NGDP,1980,16.428
469,NID_NGDP,1980,33.994
253,NID_NGDP,1980,
642,NID_NGDP,1980,35.72
643,NID_NGDP,1980,
939,NID_NGDP,1980,
734,NID_NGDP,1980,75.658
644,NID_NGDP,1980,15.749
819,NID_NGDP,1980,28.141
172,NID_NGDP,1980,31.224
132,NID_NGDP,1980,26.116
646,NID_NGDP,1980,33.484
648,NID_NGDP,1980,3.733
915,NID_NGDP,1980,
134,NID_NGDP,1980,30.005
652,NID_NGDP,1980,
174,NID_NGDP,1980,28.716
328,NID_NGDP,1980,
258,NID_NGDP,1980,16.118
656,NID_NGDP,1980,10.382
654,NID_NGDP,1980,144.45
336,NID_NGDP,1980,28.524
263,NID_NGDP,1980,
268,NID_NGDP,1980,23.958
532,NID_NGDP,1980,34.853
944,NID_NGDP,1980,32.496
176,NID_NGDP,1980,29.74
534,NID_NGDP,1980,20.74
