WEO_Country_Code,ISO,Country,WEO_Subject_Code,Subject_Descriptor,Subject_Notes,Units,Scale,Country_Series-Specific_Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates_Start_After
122,AUT,Austria,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",2.314,-0.099,1.908,2.804,0.332,2.243,2.341,1.681,0.961,3.887,4.346,3.442,2.094,0.527,2.402,2.668,2.398,2.094,3.581,3.556,3.376,1.267,1.652,0.941,2.735,2.244,3.454,3.727,1.46,-3.765,1.837,2.923,0.68,0.026,0.661,1.015,1.989,2.259,2.425,1.451,-6.633,4.238,4.806,-0.793,-0.588,2023
912,AZE,Azerbaijan,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",,,,,,,,,,,,,,-23.098,-19.673,-13.027,2.531,8.884,6.007,11.396,6.227,6.486,9.439,10.208,9.254,26.4,34.466,25.0,10.77,9.26,5.0,0.1,2.203,5.843,2.768,1.08,-3.064,0.154,1.47,2.48,-4.199,5.616,4.715,1.124,3.173,2022
313,BHS,The Bahamas,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",7.1,-2.9,6.3,6.8,2.4,4.1,2.6,3.7,2.255,2.3,1.052,-4.182,-3.826,0.308,3.149,4.379,4.224,4.946,4.716,7.144,4.149,2.626,2.705,-1.265,0.883,3.395,2.517,1.447,-2.324,-4.175,1.539,0.613,3.087,-2.863,1.847,0.997,-0.962,2.8,2.63,-1.357,-21.423,15.403,10.782,2.639,1.9,2023
419,BHR,Bahrain,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",7.494,2.777,6.406,6.994,4.186,-0.93,0.484,-1.222,5.952,1.013,3.503,2.286,7.123,7.604,3.212,1.923,3.25,2.348,4.849,5.972,7.018,2.491,3.349,6.296,6.981,6.769,6.467,8.294,6.242,2.541,4.337,1.928,3.803,5.293,4.309,2.508,3.815,4.954,2.053,2.053,-5.911,4.35,5.981,2.981,3.037,2023
513,BGD,Bangladesh,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",,3.802,2.376,4.016,5.181,3.223,4.249,3.732,2.159,2.612,5.941,3.339,5.04,4.574,4.085,4.925,4.622,4.49,5.177,4.67,5.293,5.077,3.833,4.74,5.24,6.536,6.672,7.059,6.014,5.045,5.572,6.464,6.521,6.014,6.061,6.553,7.114,6.59,7.319,7.882,3.448,6.939,7.1,5.775,5.4,2023
316,BRB,Barbados,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",4.371,-1.9,-4.9,0.5,3.6,1.1,5.1,2.6,3.5,3.6,-3.3,-3.9,-5.7,0.8,2.0,2.023,3.966,4.74,3.74,0.326,4.453,-2.367,0.791,2.171,1.407,3.965,5.669,2.251,0.703,-4.831,-2.237,-0.657,-0.433,-1.076,0.156,-0.846,1.792,0.128,-1.174,0.653,-15.054,-0.255,17.833,4.094,3.9,2023
913,BLR,Belarus,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",,,,,,,,,,,,,,-7.6,-11.7,-11.084,2.776,11.434,8.442,3.354,5.76,4.717,5.048,7.033,11.439,9.452,10.001,8.637,10.235,0.168,7.805,5.29,1.629,0.962,1.686,-3.83,-2.536,2.541,3.138,1.446,-0.673,2.439,-4.698,3.929,3.579,2022
124,BEL,Belgium,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",4.444,-0.279,0.595,0.312,2.466,1.652,1.823,2.307,4.723,3.469,3.137,1.833,1.531,-0.962,3.227,2.385,1.321,3.794,1.962,3.543,3.717,1.1,1.707,1.038,3.571,2.322,2.552,3.677,0.447,-2.021,2.865,1.694,0.739,0.459,1.579,2.041,1.267,1.62,1.793,2.241,-5.305,6.928,3.015,1.365,1.142,2023
339,BLZ,Belize,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",5.013,0.214,-7.551,6.076,11.332,-1.419,7.275,21.997,10.861,15.474,11.209,11.464,12.041,6.275,0.158,0.64,1.062,3.588,3.889,8.972,13.023,5.012,5.121,9.326,4.65,2.36,4.377,3.295,-1.539,-0.447,1.238,-0.298,3.661,4.437,4.006,3.226,-0.009,-1.817,1.056,4.236,-13.731,17.864,9.798,1.054,5.416,2022
638,BEN,Benin,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",9.255,1.929,1.682,-2.0,0.4,4.327,2.748,-2.074,3.428,-2.849,8.976,4.226,2.958,5.836,2.02,6.045,4.324,5.735,3.961,4.358,5.858,5.333,4.643,3.444,4.43,1.713,3.944,5.986,4.897,2.319,2.114,2.964,4.811,7.191,6.358,1.778,3.34,5.672,6.697,6.866,3.849,7.155,6.253,6.353,6.487,2023
514,BTN,Bhutan,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",4.995,13.589,8.195,7.337,7.616,4.349,7.954,20.229,15.079,6.194,9.098,4.896,2.083,3.192,2.232,6.019,5.971,5.544,6.009,7.087,6.934,7.04,9.516,9.049,6.423,6.069,6.266,11.016,9.886,6.133,9.878,10.018,6.638,3.334,3.705,6.155,7.514,5.855,3.505,4.648,-2.455,-3.293,4.826,5.024,5.201,2022
218,BOL,Bolivia,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",0.61,0.3,-3.939,-4.042,-0.201,-1.676,-2.574,2.463,2.91,3.79,4.636,5.267,1.647,4.269,4.667,4.678,4.361,4.954,5.029,0.427,2.508,1.684,2.486,2.711,4.173,4.421,4.797,4.564,6.148,3.357,4.127,5.204,5.122,6.796,5.461,4.857,4.264,4.195,4.224,2.217,-8.738,6.111,3.606,3.082,1.6,2023
963,BIH,Bosnia and Herzegovina,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",,,,,,,,,,,,,,,,,,22.853,13.814,10.75,4.442,2.362,5.053,3.858,6.257,4.236,5.691,5.979,5.594,-0.816,0.767,0.908,-0.707,2.351,1.148,4.314,3.242,3.244,3.829,2.886,-3.015,7.392,4.227,1.675,2.5,2022
616,BWA,Botswana,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",12.02,8.154,15.874,10.793,6.517,7.695,8.616,14.89,23.42,4.665,8.787,6.237,-0.208,4.027,-0.786,8.453,2.466,7.106,-1.622,8.035,4.271,2.348,7.434,5.388,1.397,4.972,6.034,5.793,3.252,-14.144,10.122,6.839,-0.171,11.103,5.697,-4.851,7.202,4.113,4.19,3.033,-8.726,11.917,5.486,2.734,0.987,2023
223,BRA,Brazil,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",9.19,-4.4,0.596,-3.4,5.307,7.901,7.544,3.601,0.264,3.2,-4.168,1.031,-0.467,4.665,5.334,4.417,2.209,3.395,0.338,0.468,4.388,1.39,3.053,1.141,5.76,3.202,3.962,6.07,5.094,-0.126,7.528,3.974,1.921,3.005,0.504,-3.546,-3.276,1.323,1.784,1.221,-3.277,4.763,3.017,2.908,3.044,2023
516,BRN,Brunei Darussalam,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",,,,,,,-2.715,2.009,1.097,-1.074,1.089,3.146,4.759,0.305,3.145,4.479,2.878,-1.471,-0.559,3.052,2.849,2.744,3.872,2.904,0.504,0.388,4.398,0.154,-1.939,-1.765,2.599,3.744,0.913,-2.125,-2.508,-0.405,-2.465,1.329,0.052,3.869,1.134,-1.591,-1.628,1.407,2.366,2023
918,BGR,Bulgaria,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",5.7,5.3,4.2,3.0,4.6,1.8,5.3,4.7,2.4,-0.5,-9.1,-10.755,-8.426,-11.625,-3.665,-1.601,5.205,-14.115,3.789,-8.396,4.587,3.824,5.872,5.237,6.51,7.056,6.803,6.654,6.13,-3.347,1.555,2.09,0.749,-0.543,0.949,3.398,3.027,2.746,2.695,4.035,-3.966,7.662,3.926,1.846,2.32,2023
748,BFA,Burkina Faso,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",4.035,2.661,1.4,-1.2,1.6,11.3,7.955,-0.236,5.796,2.15,-0.603,9.07,0.233,3.461,1.315,5.716,11.015,6.317,7.308,7.333,1.888,6.613,4.353,7.802,4.478,8.662,6.253,4.111,5.8,2.962,8.446,6.623,6.453,5.793,4.327,3.921,5.958,6.203,6.605,5.486,1.922,6.938,1.78,3.056,5.494,2022
618,BDI,Burundi,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",-6.825,12.164,-1.054,3.715,0.155,11.784,3.25,5.503,5.031,1.349,3.458,5.781,1.007,-6.236,-3.829,-7.919,-8.001,0.413,4.752,1.164,1.781,1.665,2.353,2.469,3.766,4.37,5.414,3.452,4.862,3.813,5.124,4.033,4.447,4.924,4.241,-3.9,-0.6,0.5,1.61,1.842,0.335,3.119,1.827,2.659,2.231,2022
624,CPV,Cabo Verde,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",5.263,8.452,2.825,9.521,3.783,8.642,2.871,4.309,5.997,5.698,0.692,1.404,3.044,7.311,6.93,7.492,6.694,7.639,8.413,11.86,7.267,6.138,5.3,7.502,4.927,5.81,9.118,15.2,7.039,-1.504,1.836,3.925,1.084,0.632,0.697,0.936,4.281,4.551,3.705,6.95,-20.805,7.034,17.439,5.071,4.712,2022
522,KHM,Cambodia,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",,,,,,,,,9.616,3.327,1.118,7.592,7.069,4.042,8.181,5.979,5.898,4.007,4.682,12.705,10.712,7.39,6.265,10.284,9.458,13.303,10.943,10.398,7.476,4.075,5.077,7.287,7.65,7.857,8.0,7.207,7.906,8.075,8.776,7.937,-3.556,3.09,5.103,4.998,5.494,2022
622,CMR,Cameroon,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",9.9,17.051,7.563,6.844,7.468,8.107,6.791,-2.153,-7.865,-1.77,-6.161,-3.764,-3.05,-3.158,-2.495,3.304,4.912,5.314,4.895,4.062,3.363,3.356,4.847,4.994,6.561,1.218,3.524,4.1,2.858,2.619,2.935,3.484,4.508,4.987,5.779,5.6,4.479,3.541,4.022,3.422,0.539,3.039,3.737,3.248,3.898,2022
156,CAN,Canada,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",2.163,3.503,-3.166,2.562,5.899,4.738,2.121,4.072,4.411,2.337,0.203,-2.091,0.89,2.658,4.494,2.682,1.689,4.28,3.893,5.141,5.139,1.875,2.999,1.806,3.092,3.21,2.638,2.05,0.995,-2.915,3.091,3.137,1.756,2.326,2.873,0.65,1.039,3.034,2.743,1.908,-5.038,5.287,3.82,1.249,1.344,2023
626,CAF,Central African Republic,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",-2.995,12.954,-3.572,-6.027,9.912,3.733,7.193,0.0,1.718,3.79,1.364,-0.799,-4.923,-1.198,12.572,3.166,-6.157,4.105,3.34,2.887,-3.581,2.609,2.091,-2.249,-0.096,2.931,4.754,4.031,2.613,2.812,4.631,4.195,5.054,-36.392,0.08,4.338,4.75,4.528,3.82,2.97,0.959,0.983,0.472,0.727,1.443,2021
628,TCD,Chad,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",-6.008,-10.805,5.376,15.659,5.256,7.897,5.966,3.647,7.544,1.952,3.202,10.402,2.392,-2.074,5.494,-0.775,2.115,5.653,6.952,-0.683,-0.88,11.658,8.491,14.722,33.629,8.311,1.675,3.886,4.048,2.901,10.463,1.281,6.942,5.637,6.122,1.384,-6.33,-2.03,5.874,6.583,-2.053,-0.914,3.609,4.891,3.196,2022
228,CHL,Chile,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",7.945,6.212,-13.588,-2.802,5.886,1.968,5.596,6.581,7.288,10.605,3.671,7.804,11.167,6.589,5.03,8.933,4.985,7.392,4.181,-0.274,4.972,3.154,3.203,4.723,6.674,5.837,6.05,5.168,3.789,-1.118,5.852,6.224,6.155,3.309,1.793,2.152,1.753,1.358,3.99,0.634,-6.143,11.334,2.059,0.219,2.462,2023
924,CHN,China,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",7.91,5.1,9.0,10.8,15.2,13.501,8.9,11.7,11.2,4.2,3.888,8.996,14.277,13.879,13.029,10.969,9.921,9.247,7.856,7.68,8.472,8.319,9.115,10.021,10.114,11.389,12.71,14.247,9.592,9.446,10.611,9.551,7.848,7.771,7.391,7.018,6.849,6.947,6.749,5.951,2.242,8.449,2.95,5.25,4.824,2023
233,COL,Colombia,NGDP_RPCH,"Gross domestic product, constant prices","Annual percentages of constant price GDP are year-on-year changes; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers' prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",Percent change,Units,"See notes for:  Gross domestic product, constant prices (National currency).",4.429,2.277,0.948,1.574,3.351,3.107,5.824,5.369,4.064,3.414,4.282,2.372,4.353,5.71,5.147,5.202,2.056,3.43,0.57,-4.204,2.925,1.678,2.504,3.918,5.333,4.447,6.717,6.738,3.283,1.14,4.495,6.948,3.913,5.134,4.499,2.956,2.087,1.359,2.564,3.187,-7.186,10.801,7.289,0.61,1.644,2023
